id	n	tau	factorization
14385	4681626600	864	2^3*3^1*5^2*7^2*17^2*19^1*29^1
14386	4681638000	840	2^4*3^6*5^3*13^2*19^1
14387	4681797120	1440	2^9*3^2*5^1*7^2*11^1*13^1*29^1
14388	4682240640	1536	2^7*3^5*5^1*7^1*11^1*17^1*23^1
14389	4682340000	960	2^5*3^3*5^4*13^1*23^1*29^1
14390	4682427750	864	2^1*3^5*5^3*7^2*11^2*13^1
14391	4682806128	960	2^4*3^3*7^3*11^1*13^2*17^1
14392	4683023100	864	2^2*3^7*5^2*7^2*19^1*23^1
14393	4683238560	1440	2^5*3^4*5^1*7^1*11^1*13^1*19^2
14394	4683571200	1008	2^13*3^3*5^2*7^1*11^2
14395	4683697200	1080	2^4*3^2*5^2*7^1*13^1*17^1*29^2
14396	4683940800	1344	2^6*3^1*5^2*7^1*11^1*19^1*23^1*29^1
14397	4684492800	936	2^12*3^2*5^2*13^1*17^1*23^1
14398	4684680000	1260	2^6*3^2*5^4*7^1*11^1*13^2
14399	4684950270	1152	2^1*3^2*5^1*7^2*11^1*13^1*17^1*19^1*23^1
14400	4685472000	1152	2^8*3^3*5^3*11^1*17^1*29^1
14401	4686066000	1280	2^4*3^3*5^3*7^3*11^1*23^1
14402	4686255000	960	2^3*3^5*5^4*7^1*19^1*29^1
14403	4686281600	864	2^7*5^2*7^2*11^2*13^1*19^1
14404	4686481800	1440	2^3*3^4*5^2*7^1*11^1*13^1*17^2
14405	4686877440	972	2^8*3^2*5^1*7^2*19^2*23^1
14406	4687022340	1152	2^2*3^3*5^1*7^1*11^1*13^2*23^1*29^1
14407	4687424280	960	2^3*3^2*5^1*7^4*11^1*17^1*29^1
14408	4688228160	1008	2^6*3^8*5^1*7^1*11^1*29^1
14409	4688409600	1320	2^10*3^4*5^2*7^1*17^1*19^1
14410	4688798400	1260	2^6*3^4*5^2*11^2*13^1*23^1
14411	4689300000	864	2^5*3^1*5^5*7^2*11^1*29^1
14412	4689364680	864	2^3*3^2*5^1*7^2*11^2*13^3
14413	4689960000	840	2^6*3^1*5^4*11^2*17^1*19^1
14414	4689960912	900	2^4*3^4*7^2*13^2*19^1*23^1
14415	4690123200	1134	2^6*3^2*5^2*7^2*17^2*23^1
14416	4690157472	1152	2^5*3^3*7^1*11^2*13^1*17^1*29^1
14417	4690483200	864	2^11*3^5*5^2*13^1*29^1
14418	4690664160	864	2^5*3^1*5^1*7^2*13^1*23^2*29^1
14419	4691122800	1080	2^4*3^1*5^2*7^2*13^1*17^1*19^2
14420	4691494080	1176	2^6*3^6*5^1*7^1*13^2*17^1
14421	4692240000	960	2^7*3^2*5^4*7^3*19^1
14422	4692304980	864	2^2*3^2*5^1*11^2*17^1*19^1*23^1*29^1
14423	4692441600	1080	2^9*3^2*5^2*7^1*11^1*23^2
14424	4692718800	1260	2^4*3^6*5^2*7^1*11^2*19^1
14425	4693045500	864	2^2*3^3*5^3*11^2*13^2*17^1
14426	4693197600	1296	2^5*3^2*5^2*7^1*13^2*19^1*29^1
14427	4693642200	1152	2^3*3^5*5^2*13^1*17^1*19^1*23^1
14428	4693801728	864	2^8*3^1*7^2*11^1*17^1*23^1*29^1
14429	4693989300	864	2^2*3^1*5^2*7^3*11^2*13^1*29^1
14430	4694215680	1056	2^10*3^5*5^1*7^3*11^1
14431	4694586120	1024	2^3*3^3*5^1*7^3*19^1*23^1*29^1
14432	4694649960	1024	2^3*3^1*5^1*7^1*11^3*13^1*17^1*19^1
14433	4694760000	980	2^6*3^6*5^4*7^1*23^1
14434	4694976000	1280	2^9*3^3*5^3*11^1*13^1*19^1
14435	4695246864	960	2^4*3^3*7^1*11^1*17^1*19^2*23^1
14436	4695327000	960	2^3*3^4*5^3*7^3*13^2
14437	4695768000	1008	2^6*3^2*5^3*7^2*11^3
14438	4696120800	1296	2^5*3^5*5^2*7^2*17^1*29^1
14439	4696473600	864	2^15*3^2*5^2*7^2*13^1
14440	4696692000	1536	2^5*3^1*5^3*7^1*11^1*13^1*17^1*23^1
14441	4696781760	1008	2^6*3^5*5^1*11^1*17^2*19^1
14442	4696932240	1200	2^4*3^2*5^1*7^4*11^1*13^1*19^1
14443	4697323488	960	2^5*3^4*11^1*13^1*19^1*23^1*29^1
14444	4698064800	864	2^5*3^5*5^2*11^1*13^3
14445	4698487200	864	2^5*3^1*5^2*11^1*17^1*19^2*29^1
14446	4699012500	864	2^2*3^5*5^5*7^1*13^1*17^1
14447	4699454760	1344	2^3*3^6*5^1*7^2*11^1*13^1*23^1
14448	4699670976	1008	2^6*3^3*7^1*11^2*13^2*19^1
14449	4699833600	972	2^8*3^1*5^2*7^1*11^2*17^2
14450	4700619000	1536	2^3*3^3*5^3*7^2*11^1*17^1*19^1
14451	4700820960	864	2^5*3^3*5^1*11^2*17^1*23^2
14452	4701715200	1296	2^8*3^3*5^2*7^1*13^2*23^1
14453	4701822840	864	2^3*3^2*5^1*11^2*13^1*19^2*23^1
14454	4702118400	900	2^9*3^2*5^2*7^4*17^1
14455	4702510080	880	2^10*3^4*5^1*17^1*23^1*29^1
14456	4702598208	882	2^6*3^6*7^2*11^2*17^1
14457	4702698000	1600	2^4*3^4*5^3*7^1*11^1*13^1*29^1
14458	4703078016	864	2^7*3^2*7^2*13^2*17^1*29^1
14459	4703106240	840	2^6*3^4*5^1*7^3*23^2
14460	4703322624	960	2^9*3^1*7^2*11^1*13^1*19^1*23^1
14461	4703512320	864	2^8*3^3*5^1*13^1*19^2*29^1
14462	4703523552	864	2^5*3^5*7^1*13^1*17^2*23^1
14463	4703868000	864	2^5*3^2*5^3*13^1*19^1*23^2
14464	4704305760	1296	2^5*3^2*5^1*7^2*11^2*19^1*29^1
14465	4704688800	864	2^5*3^2*5^2*7^1*17^3*19^1
14466	4704860160	1536	2^11*3^3*5^1*7^1*11^1*13^1*17^1
14467	4705231440	1280	2^4*3^1*5^1*7^1*13^1*17^1*19^1*23^1*29^1
14468	4705646400	1512	2^6*3^5*5^2*7^2*13^1*19^1
14469	4705974000	960	2^4*3^2*5^3*7^1*13^3*17^1
14470	4706352000	1152	2^7*3^2*5^3*7^2*23^1*29^1
14471	4706440200	900	2^3*3^4*5^2*7^4*11^2
14472	4706769600	1008	2^6*3^3*5^2*13^1*17^2*29^1
14473	4706832240	840	2^4*3^6*5^1*11^2*23^1*29^1
14474	4707014400	1296	2^8*3^2*5^2*11^1*17^1*19^1*23^1
14475	4707202500	1080	2^2*3^2*5^4*7^1*11^2*13^1*19^1
14476	4707366300	1152	2^2*3^3*5^2*7^3*13^1*17^1*23^1
14477	4707582880	864	2^5*5^1*7^2*11^1*13^2*17^1*19^1
14478	4707801000	960	2^3*3^4*5^3*7^1*19^2*23^1
14479	4708704000	1152	2^8*3^1*5^3*7^3*11^1*13^1
14480	4709165580	864	2^2*3^3*5^1*7^2*17^1*19^2*29^1
14481	4709184480	1152	2^5*3^5*5^1*7^1*11^3*13^1
14482	4709250000	840	2^4*3^2*5^6*7^1*13^1*23^1
14483	4709340000	840	2^5*3^6*5^4*17^1*19^1
14484	4709664960	896	2^6*3^1*5^1*7^1*11^1*13^3*29^1
14485	4709783232	896	2^6*3^7*7^1*11^1*19^1*23^1
14486	4710111120	1200	2^4*3^4*5^1*11^1*13^2*17^1*23^1
14487	4710515040	1152	2^5*3^3*5^1*7^3*11^1*17^2
14488	4710615000	960	2^3*3^1*5^4*7^2*13^1*17^1*29^1
14489	4711058352	960	2^4*3^2*7^3*11^1*13^1*23^1*29^1
14490	4711248360	960	2^3*3^4*5^1*7^1*13^1*19^1*29^2
14491	4711278000	960	2^4*3^1*5^3*11^1*13^1*17^2*19^1
14492	4711449600	891	2^10*3^2*5^2*11^2*13^2
14493	4712048640	960	2^11*3^4*5^1*13^1*19^1*23^1
14494	4712400000	1152	2^7*3^2*5^5*7^1*11^1*17^1
14495	4712843520	1296	2^8*3^3*5^1*7^2*11^2*23^1
14496	4713033600	1152	2^7*3^5*5^2*11^1*19^1*29^1
14497	4713770880	1152	2^7*3^2*5^1*7^1*13^1*17^1*23^2
14498	4713959250	864	2^1*3^2*5^3*7^2*11^1*13^2*23^1
14499	4714049340	1344	2^2*3^6*5^1*7^1*11^1*13^1*17^1*19^1
14500	4714536960	840	2^13*3^4*5^1*7^2*29^1
14501	4714756200	1536	2^3*3^3*5^2*7^1*11^1*17^1*23^1*29^1
14502	4714775520	864	2^5*3^1*5^1*7^1*13^2*19^2*23^1
14503	4715172000	1152	2^5*3^7*5^3*7^2*11^1
14504	4715553024	864	2^8*3^5*7^3*13^1*17^1
14505	4715761050	864	2^1*3^2*5^2*7^1*11^1*13^1*19^2*29^1
14506	4715988480	840	2^9*3^6*5^1*7^1*19^2
14507	4716096000	960	2^9*3^1*5^3*7^1*11^2*29^1
14508	4716316800	1152	2^7*3^3*5^2*13^2*17^1*19^1
14509	4717112400	1620	2^4*3^2*5^2*7^2*11^2*13^1*17^1
14510	4717265280	1024	2^7*3^1*5^1*7^3*13^1*19^1*29^1
14511	4717440000	1100	2^10*3^4*5^4*7^1*13^1
14512	4717548000	864	2^5*3^3*5^3*11^2*19^2
14513	4717712160	1440	2^5*3^4*5^1*7^2*17^1*19^1*23^1
14514	4717929216	864	2^8*3^1*7^1*11^1*13^1*17^1*19^2
14515	4718040600	864	2^3*3^1*5^2*7^1*13^2*17^2*23^1
14516	4719052800	1296	2^11*3^2*5^2*7^2*11^1*19^1
14517	4719254400	1008	2^7*3^6*5^2*7^1*17^2
14518	4719405600	864	2^5*3^3*5^2*7^5*13^1
14519	4719798720	1344	2^6*3^5*5^1*7^1*13^1*23^1*29^1
14520	4720170000	900	2^4*3^1*5^4*7^2*13^2*19^1
14521	4720968000	1344	2^6*3^2*5^3*7^1*17^1*19^1*29^1
14522	4721196480	896	2^6*3^1*5^1*7^1*11^1*13^1*17^3
14523	4721359500	864	2^2*3^2*5^3*11^2*13^1*23^1*29^1
14524	4721587200	924	2^10*3^6*5^2*11^1*23^1
14525	4721985450	864	2^1*3^3*5^2*7^2*13^1*17^2*19^1
14526	4722157440	1440	2^7*3^4*5^1*7^2*11^1*13^2
14527	4722955776	960	2^9*3^5*7^1*11^1*17^1*29^1
14528	4723110000	1000	2^4*3^4*5^4*7^3*17^1
14529	4723530240	960	2^9*3^1*5^1*11^2*13^1*17^1*23^1
14530	4723745040	960	2^4*3^7*5^1*7^2*19^1*29^1
14531	4724073900	1080	2^2*3^4*5^2*7^1*13^2*17^1*29^1
14532	4724319600	1920	2^4*3^3*5^2*7^1*11^1*13^1*19^1*23^1
14533	4724517600	864	2^5*3^2*5^2*11^3*17^1*29^1
14534	4724670720	864	2^8*3^1*5^1*7^1*11^1*19^1*29^2
14535	4725688968	1152	2^3*3^2*7^2*11^1*13^1*17^1*19^1*29^1
14536	4725826560	1056	2^10*3^2*5^1*7^3*13^1*23^1
14537	4725864000	1344	2^6*3^5*5^3*11^1*13^1*17^1
14538	4726814400	1344	2^6*3^3*5^2*7^3*11^1*29^1
14539	4727479680	1536	2^7*3^3*5^1*7^1*11^2*17^1*19^1
14540	4727580000	960	2^5*3^1*5^4*11^1*13^1*19^1*29^1
14541	4727990400	864	2^7*3^1*5^2*7^2*19^1*23^2
14542	4728269700	972	2^2*3^5*5^2*7^2*11^1*19^2
14543	4728409920	1008	2^6*3^2*5^1*13^1*17^2*19^1*23^1
14544	4728643920	880	2^4*3^10*5^1*7^1*11^1*13^1
14545	4729207560	864	2^3*3^1*5^1*7^2*11^2*17^2*23^1
14546	4729398300	864	2^2*3^3*5^2*11^1*17^2*19^1*29^1
14547	4729536000	1280	2^9*3^3*5^3*7^1*17^1*23^1
14548	4729570560	1080	2^8*3^4*5^1*11^2*13^1*29^1
14549	4729725000	1152	2^3*3^3*5^5*7^2*11^1*13^1
14550	4729777920	900	2^8*3^4*5^1*7^4*19^1
14551	4730107200	1008	2^6*3^1*5^2*7^3*13^2*17^1
14552	4730544000	1152	2^7*3^2*5^3*7^1*13^1*19^2
14553	4730589864	864	2^3*3^5*7^1*11^2*13^2*17^1
14554	4730906880	972	2^8*3^2*5^1*7^2*17^2*29^1
14555	4731100920	864	2^3*3^3*5^1*7^2*13^2*23^2
14556	4731342000	960	2^4*3^1*5^3*7^3*11^2*19^1
14557	4732307580	864	2^2*3^1*5^1*7^1*11^2*13^2*19^1*29^1
14558	4732318080	864	2^7*3^8*5^1*7^2*23^1
14559	4732363440	900	2^4*3^4*5^1*7^1*17^2*19^2
14560	4732535808	1056	2^10*3^5*7^1*11^1*13^1*19^1
14561	4732865280	864	2^8*3^2*5^1*11^1*13^3*17^1
14562	4733245440	1152	2^11*3^2*5^1*7^1*11^1*23^1*29^1
14563	4733656200	960	2^3*3^4*5^2*7^1*13^3*19^1
14564	4733820000	1080	2^5*3^2*5^4*7^1*13^1*17^2
14565	4733883000	1152	2^3*3^5*5^3*7^1*11^2*23^1
14566	4734100800	1008	2^6*3^2*5^2*11^3*13^1*19^1
14567	4734265536	1344	2^6*3^3*7^2*11^1*13^1*17^1*23^1
14568	4734366000	960	2^4*3^1*5^3*7^1*13^2*23^1*29^1
14569	4734456480	1152	2^5*3^5*5^1*13^1*17^1*19^1*29^1
14570	4734702720	960	2^7*3^4*5^1*11^1*19^2*23^1
14571	4735255140	1080	2^2*3^4*5^1*7^2*11^2*17^1*29^1
14572	4735584000	1008	2^8*3^6*5^3*7^1*29^1
14573	4735610880	936	2^12*3^1*5^1*7^2*11^2*13^1
14574	4736160000	1080	2^8*3^2*5^4*11^1*13^1*23^1
14575	4736433240	1152	2^3*3^2*5^1*7^1*11^1*17^1*19^1*23^2
14576	4736604600	1152	2^3*3^7*5^2*7^2*13^1*17^1
14577	4737532800	1536	2^7*3^1*5^2*7^1*11^1*13^1*17^1*29^1
14578	4737981600	1080	2^5*3^4*5^2*11^1*17^2*23^1
14579	4738133400	960	2^3*3^1*5^2*7^4*11^1*13^1*23^1
14580	4738223952	960	2^4*3^5*7^3*11^1*17^1*19^1
14581	4738324500	1152	2^2*3^3*5^3*7^2*13^1*19^1*29^1
14582	4738528080	960	2^4*3^3*5^1*11^1*13^1*23^2*29^1
14583	4738553820	972	2^2*3^2*5^1*7^2*11^1*13^2*17^2
14584	4738991400	1152	2^3*3^3*5^2*11^1*13^1*17^1*19^2
14585	4739328000	864	2^11*3^2*5^3*11^2*17^1
14586	4740120000	1400	2^6*3^4*5^4*7^1*11^1*19^1
14587	4740319584	1008	2^5*3^6*7^2*11^1*13^1*29^1
14588	4740503040	1440	2^9*3^2*5^1*7^2*13^1*17^1*19^1
14589	4740896160	1296	2^5*3^2*5^1*7^1*11^2*13^2*23^1
14590	4741302720	840	2^6*3^1*5^1*7^4*11^2*17^1
14591	4741498944	840	2^6*3^4*7^1*13^1*19^1*23^2
14592	4741852500	1080	2^2*3^2*5^4*7^2*11^1*17^1*23^1
14593	4742115840	960	2^9*3^7*5^1*7^1*11^2
14594	4742490060	1152	2^2*3^5*5^1*7^1*11^1*19^1*23^1*29^1
14595	4742599680	1056	2^10*3^3*5^1*7^1*13^2*29^1
14596	4742673600	1008	2^6*3^1*5^2*7^1*17^1*19^2*23^1
14597	4743048960	1008	2^8*3^6*5^1*13^1*17^1*23^1
14598	4743238500	1008	2^2*3^6*5^3*7^1*11^1*13^2
14599	4744040400	960	2^4*3^7*5^2*11^1*17^1*29^1
14600	4744067328	864	2^8*3^2*7^1*11^3*13^1*17^1
14601	4744224000	864	2^8*3^3*5^3*17^2*19^1
14602	4744396800	900	2^14*3^4*5^2*11^1*13^1
14603	4744771200	1152	2^7*3^2*5^2*13^1*19^1*23^1*29^1
14604	4744860120	1440	2^3*3^4*5^1*7^2*11^2*13^1*19^1
14605	4745571600	1080	2^4*3^1*5^2*7^2*11^2*23^1*29^1
14606	4745793780	1152	2^2*3^3*5^1*7^1*13^2*17^1*19^1*23^1
14607	4745992680	864	2^3*3^2*5^1*11^2*13^1*17^2*29^1
14608	4746924000	1440	2^5*3^4*5^3*7^2*13^1*23^1
14609	4747014720	1008	2^6*3^8*5^1*7^1*17^1*19^1
14610	4747142400	1296	2^8*3^1*5^2*7^1*11^1*13^2*19^1
14611	4747944960	1056	2^10*3^2*5^1*11^1*17^1*19^1*29^1
14612	4748100000	864	2^5*3^1*5^5*7^2*17^1*19^1
14613	4748299920	1280	2^4*3^3*5^1*7^3*13^1*17^1*29^1
14614	4748546880	1344	2^6*3^2*5^1*7^3*11^1*19^1*23^1
14615	4748584500	864	2^2*3^5*5^3*11^2*17^1*19^1
14616	4748738400	1080	2^5*3^4*5^2*7^1*19^2*29^1
14617	4748968224	1152	2^5*3^3*7^1*11^1*13^1*17^2*19^1
14618	4750099200	1620	2^8*3^4*5^2*7^2*11^1*17^1
14619	4750200000	1008	2^6*3^2*5^5*7^1*13^1*29^1
14620	4750474050	864	2^1*3^2*5^2*7^2*17^1*19^1*23^1*29^1
14621	4750893000	896	2^3*3^6*5^3*7^3*19^1
14622	4751068608	840	2^6*3^4*11^1*13^2*17^1*29^1
14623	4751097120	1008	2^5*3^6*5^1*7^1*11^1*23^2
14624	4751315712	864	2^8*3^3*11^2*13^1*19^1*23^1
14625	4752027000	960	2^3*3^4*5^3*7^1*17^2*29^1
14626	4752384000	896	2^13*3^1*5^3*7^1*13^1*17^1
14627	4752575100	864	2^2*3^3*5^2*7^1*13^1*23^1*29^2
14628	4752848100	1152	2^2*3^1*5^2*7^3*11^1*13^1*17^1*19^1
14629	4753663200	1152	2^5*3^7*5^2*11^1*13^1*19^1
14630	4753980000	900	2^5*3^2*5^4*7^4*11^1
14631	4754376000	1120	2^6*3^4*5^3*11^1*23^1*29^1
14632	4754760192	960	2^9*3^2*7^1*13^1*17^1*23^1*29^1
14633	4754950200	1296	2^3*3^2*5^2*7^2*11^1*13^2*29^1
14634	4755179520	1008	2^11*3^6*5^1*7^2*13^1
14635	4755400650	1152	2^1*3^5*5^2*7^1*11^1*13^1*17^1*23^1
14636	4755619440	1080	2^4*3^2*5^1*11^2*13^2*17^1*19^1
14637	4755754080	1152	2^5*3^3*5^1*7^1*11^1*17^1*29^2
14638	4756561920	896	2^13*3^3*5^1*11^1*17^1*23^1
14639	4756752000	1536	2^7*3^3*5^3*7^1*11^2*13^1
14640	4757026428	864	2^2*3^3*7^2*11^2*17^1*19^1*23^1
14641	4757356800	1296	2^8*3^5*5^2*7^1*19^1*23^1
14642	4757575680	864	2^11*3^2*5^1*11^1*13^1*19^2
14643	4757688000	1008	2^6*3^2*5^3*13^2*17^1*23^1
14644	4757931360	1152	2^5*3^3*5^1*7^3*13^2*19^1
14645	4758378240	864	2^8*3^1*5^1*7^2*11^3*19^1
14646	4758581520	1080	2^4*3^5*5^1*7^1*11^2*17^2
14647	4758682500	960	2^2*3^3*5^4*11^1*13^1*17^1*29^1
14648	4758735744	960	2^7*3^4*7^2*17^1*19^1*29^1
14649	4758930000	900	2^4*3^2*5^4*11^2*19^1*23^1
14650	4759067040	864	2^5*3^1*5^1*7^1*13^2*17^2*29^1
14651	4759095600	1080	2^4*3^3*5^2*7^2*17^1*23^2
14652	4759130376	960	2^3*3^4*7^1*11^2*13^1*23^1*29^1
14653	4759314560	1024	2^7*5^1*7^1*11^1*13^1*17^1*19^1*23^1
14654	4760109900	972	2^2*3^2*5^2*7^2*13^1*19^2*23^1
14655	4760309400	1152	2^3*3^1*5^2*7^1*11^2*17^1*19^1*29^1
14656	4760448000	1056	2^10*3^1*5^3*7^2*11^1*23^1
14657	4760486640	960	2^4*3^7*5^1*7^1*13^2*23^1
14658	4760870400	1080	2^9*3^2*5^2*11^1*13^1*17^2
14659	4760894880	840	2^5*3^6*5^1*7^4*17^1
14660	4761419520	864	2^8*3^1*5^1*11^1*13^2*23^1*29^1
14661	4761666000	1600	2^4*3^4*5^3*7^1*13^1*17^1*19^1
14662	4762380000	960	2^5*3^1*5^4*7^1*17^1*23^1*29^1
14663	4762623600	900	2^4*3^2*5^2*7^4*19^1*29^1
14664	4762800000	864	2^7*3^5*5^5*7^2
14665	4763293920	1296	2^5*3^2*5^1*7^2*11^1*17^1*19^2
14666	4763670912	1024	2^7*3^7*7^1*11^1*13^1*17^1
14667	4763772000	864	2^5*3^5*5^3*13^2*29^1
14668	4764760000	840	2^6*5^4*7^2*11^1*13^1*17^1
14669	4765181400	1008	2^3*3^6*5^2*7^2*23^1*29^1
14670	4765246200	960	2^3*3^4*5^2*11^3*13^1*17^1
14671	4765400640	1792	2^6*3^3*5^1*7^1*11^1*13^1*19^1*29^1
14672	4765761000	1152	2^3*3^2*5^3*7^1*11^1*13^1*23^2
14673	4765852080	1120	2^4*3^6*5^1*11^1*17^1*19^1*23^1
14674	4766592600	864	2^3*3^2*5^2*7^2*11^1*17^3
14675	4767142380	1152	2^2*3^1*5^1*7^2*11^1*13^1*17^1*23^1*29^1
14676	4767206400	990	2^10*3^4*5^2*11^2*19^1
14677	4767562800	1440	2^4*3^5*5^2*7^3*11^1*13^1
14678	4767582600	864	2^3*3^2*5^2*11^1*19^2*23^1*29^1
14679	4768335000	960	2^3*3^3*5^4*11^1*13^2*19^1
14680	4768720320	896	2^6*3^1*5^1*7^1*13^3*17^1*19^1
14681	4768948800	1512	2^6*3^2*5^2*7^1*11^2*17^1*23^1
14682	4769103360	960	2^9*3^1*5^1*7^2*19^1*23^1*29^1
14683	4769745750	960	2^1*3^4*5^3*7^2*11^1*19^1*23^1
14684	4769856000	1080	2^9*3^2*5^3*7^2*13^2
14685	4769965200	1080	2^4*3^1*5^2*7^1*11^2*13^1*19^2
14686	4770131184	960	2^4*3^2*7^3*13^1*17^1*19^1*23^1
14687	4770342720	882	2^6*3^6*5^1*11^2*13^2
14688	4770662400	1152	2^11*3^3*5^2*7^1*17^1*29^1
14689	4771267200	960	2^7*3^3*5^2*7^4*23^1
14690	4771305000	1120	2^3*3^6*5^4*7^1*11^1*17^1
14691	4771690560	1260	2^6*3^4*5^1*7^2*13^1*17^2
14692	4772040000	1120	2^6*3^1*5^4*7^1*13^1*19^1*23^1
14693	4772131200	864	2^7*3^5*5^2*17^1*19^2
14694	4772240928	864	2^5*3^3*7^2*13^2*23^1*29^1
14695	4773037500	864	2^2*3^2*5^5*7^1*11^1*19^1*29^1
14696	4773268500	864	2^2*3^1*5^3*7^1*11^2*13^1*17^2
14697	4773423200	864	2^5*5^2*7^2*13^1*17^1*19^1*29^1
14698	4773600000	864	2^8*3^3*5^5*13^1*17^1
14699	4773875400	1152	2^3*3^3*5^2*7^1*17^2*19^1*23^1
14700	4774049280	1600	2^9*3^4*5^1*7^1*11^1*13^1*23^1
14701	4774426020	864	2^2*3^2*5^1*7^1*13^1*19^1*23^2*29^1
14702	4775047200	1296	2^5*3^5*5^2*7^1*11^2*29^1
14703	4775232000	1280	2^9*3^1*5^3*7^1*11^1*17^1*19^1
14704	4775589000	960	2^3*3^2*5^3*7^4*13^1*17^1
14705	4775986800	1200	2^4*3^4*5^2*13^1*17^1*23^1*29^1
14706	4776030000	900	2^4*3^3*5^4*7^2*19^2
14707	4776235200	1008	2^6*3^3*5^2*11^1*19^1*23^2
14708	4776408000	1008	2^6*3^8*5^3*7^1*13^1
14709	4776812040	1152	2^3*3^1*5^1*7^2*11^1*13^2*19^1*23^1
14710	4777344000	1056	2^10*3^2*5^3*11^1*13^1*29^1
14711	4777619616	1152	2^5*3^2*7^1*11^1*17^1*19^1*23^1*29^1
14712	4778040960	1344	2^7*3^6*5^1*7^2*11^1*19^1
14713	4778373600	1728	2^5*3^3*5^2*7^1*11^1*13^2*17^1
14714	4779181440	960	2^7*3^4*5^1*11^1*17^2*29^1
14715	4779334560	960	2^5*3^1*5^1*7^4*11^1*13^1*29^1
14716	4779621000	1024	2^3*3^3*5^3*7^1*11^3*19^1
14717	4779787320	1280	2^3*3^4*5^1*7^3*11^1*17^1*23^1
14718	4779980100	1008	2^2*3^6*5^2*7^1*17^1*19^1*29^1
14719	4780007232	1008	2^6*3^1*7^2*11^2*13^1*17^1*19^1
14720	4780339200	1248	2^12*3^3*5^2*7^1*13^1*19^1
14721	4780561500	1152	2^2*3^2*5^3*11^1*13^1*17^1*19^1*23^1
14722	4781145600	1080	2^9*3^2*5^2*7^3*11^2
14723	4781700000	1152	2^5*3^3*5^5*7^1*11^1*23^1
14724	4782086400	1296	2^8*3^1*5^2*7^2*13^1*17^1*23^1
14725	4782121344	864	2^7*3^2*7^1*11^2*13^2*29^1
14726	4782574368	864	2^5*3^5*11^2*13^1*17^1*23^1
14727	4783086000	1440	2^4*3^2*5^3*7^2*11^1*17^1*29^1
14728	4783484160	864	2^8*3^5*5^1*7^1*13^3
14729	4783759200	972	2^5*3^2*5^2*11^2*17^2*19^1
14730	4783914240	864	2^8*3^1*5^1*7^1*17^1*19^2*29^1
14731	4784310960	960	2^4*3^1*5^1*11^2*13^1*19^1*23^1*29^1
14732	4785285120	864	2^11*3^1*5^1*7^2*11^1*17^2
14733	4785674400	1080	2^5*3^4*5^2*13^2*19^1*23^1
14734	4786084800	1344	2^6*3^3*5^2*7^3*17^1*19^1
14735	4786290432	864	2^8*3^3*7^1*11^1*17^1*23^2
14736	4786481700	1296	2^2*3^3*5^2*7^2*11^2*13^1*23^1
14737	4787061552	960	2^4*3^3*7^1*13^2*17^1*19^1*29^1
14738	4787090280	864	2^3*3^5*5^1*7^2*19^1*23^2
14739	4787310528	1008	2^6*3^2*7^1*11^1*13^1*19^2*23^1
14740	4788201600	1440	2^7*3^4*5^2*7^2*13^1*29^1
14741	4788311220	864	2^2*3^3*5^1*7^1*11^2*19^2*29^1
14742	4788655200	1152	2^5*3^7*5^2*7^1*17^1*23^1
14743	4788875520	1440	2^8*3^4*5^1*11^1*13^1*17^1*19^1
14744	4789233540	864	2^2*3^5*5^1*7^3*13^2*17^1
14745	4789593600	960	2^9*3^1*5^2*11^1*17^1*23^1*29^1
14746	4789675800	1008	2^3*3^6*5^2*7^1*13^1*19^2
14747	4789683360	1152	2^5*3^3*5^1*7^2*11^3*17^1
14748	4789785000	960	2^3*3^1*5^4*7^1*11^2*13^1*29^1
14749	4789838592	864	2^8*3^2*7^3*11^1*19^1*29^1
14750	4790016000	1152	2^11*3^5*5^3*7^1*11^1
14751	4790200800	864	2^5*3^1*5^2*7^3*11^1*23^2
14752	4790394000	1280	2^4*3^3*5^3*7^1*19^1*23^1*29^1
14753	4790625840	1440	2^4*3^2*5^1*7^1*11^1*13^1*17^2*23^1
14754	4791150000	900	2^4*3^4*5^5*7^1*13^2
14755	4791646860	864	2^2*3^1*5^1*7^1*11^1*13^2*17^1*19^2
14756	4791782520	864	2^3*3^2*5^1*7^2*17^1*19^1*29^2
14757	4791960000	840	2^6*3^5*5^4*17^1*29^1
14758	4792011840	840	2^6*3^4*5^1*7^5*11^1
14759	4792411008	896	2^7*3^6*7^1*11^1*23^1*29^1
14760	4792596480	1152	2^11*3^2*5^1*7^1*17^1*19^1*23^1
14761	4792788000	1728	2^5*3^2*5^3*7^2*11^1*13^1*19^1
14762	4792993920	864	2^7*3^2*5^1*11^2*13^1*23^2
14763	4794631380	1080	2^2*3^4*5^1*7^2*11^1*17^2*19^1
14764	4794806016	972	2^8*3^5*7^2*11^2*13^1
14765	4795362000	1120	2^4*3^6*5^3*11^1*13^1*23^1
14766	4795749504	960	2^7*3^4*7^1*13^2*17^1*23^1
14767	4796391600	900	2^4*3^2*5^2*7^1*11^4*13^1
14768	4796550000	960	2^4*3^3*5^5*11^1*17^1*19^1
14769	4796751960	1536	2^3*3^5*5^1*7^1*11^1*13^1*17^1*29^1
14770	4796937600	1152	2^7*3^1*5^2*7^1*13^1*17^2*19^1
14771	4797001440	1440	2^5*3^4*5^1*7^1*11^2*19^1*23^1
14772	4797112320	1008	2^13*3^2*5^1*7^1*11^1*13^2
