category,A,M,k,E_over_C,surplus,H_ratio,budget_ratio,worst_r_over_q,theoretical_ok,actual_ok,decomp_ok,first_mismatch_x,first_mismatch_sum,first_mismatch_F,max_gap,true_ratio,C,E,V,U,budget
smooth<=100,"{20,35,48,56,63,64,72,88,90}",90,9,324.25093833780164,-4704.600000000001,2.2333333333333334,1.8311151463090574,0.0008116883116883117,False,False,False,90,9,13,75,1.2161726804123711,4.8441558441558445,1570.7220779220781,5.464134972170686,1.7030360825723097,8.870207137315305
smooth<=100,"{2,3}",3,2,2.777777777777778,-9.833333333333334,1.7500000000000002,1.023809523809524,0.5,False,False,False,6,3,4,5,1.3125,1.5,4.166666666666667,1.0,0.2678571428571429,1.5357142857142858
smooth<=100,"{11,28,32,36}",36,4,92.87758945386064,-636.6969696969697,1.9814814814814816,1.3997248368791615,0.00487012987012987,False,False,False,36,4,6,37,1.4025974025974028,2.298701298701299,213.49783549783552,2.13538961038961,0.5410798449844914,3.2175493003585927
smooth<=100,"{21,27,33,49,90}",90,5,275.6149085794656,-2903.5022881880027,2.5333333333333337,1.5190906257383852,0.0018552875695732839,False,False,False,90,6,11,75,1.2247474747474747,3.5176252319109467,969.5099567099569,2.4823747680890533,1.4306083732838395,5.343591514656732
smooth<=100,"{6,7,8,10,15}",15,5,31.74848484848485,-294.41904761904766,2.138888888888889,1.694648291113592,0.017857142857142856,False,False,False,15,5,7,33,1.2838468720821663,3.1428571428571432,99.7809523809524,3.3988095238095237,0.9636139812737403,5.326037486357004
smooth<=100,"{9,10,12,15,16,28}",28,6,38.46666666666667,-455.73333333333346,2.1166666666666667,1.691222457935467,0.011111111111111112,False,False,False,28,7,10,48,1.2589285714285716,4.000000000000001,153.8666666666667,3.869999999999999,1.4474449158709353,6.76488983174187
smooth<=100,"{14,20,24,25}",25,4,53.048648648648644,-277.17142857142863,2.646153846153846,2.040954368975639,0.005952380952380952,False,False,False,28,4,5,27,1.4857142857142855,1.7619047619047623,93.46666666666668,2.279761904761904,0.6581026583833018,3.595967221528508
smooth<=100,{6},6,1,2.0,-4.0,1.8333333333333335,0.9090909090909092,1.0,False,True,True,,,,0,1.8333333333333335,1.0,2.0,0.0,0.4545454545454546,0.9090909090909092
smooth<=100,"{33,35}",35,2,33.968831168831166,-133.25021645021647,1.8571428571428572,0.9823665543090004,0.0303030303030303,False,True,False,105,5,6,6,1.8712121212121213,1.3333333333333335,45.29177489177489,0.7272727272727271,0.2912746725696368,1.3098220724120007
smooth<=100,"{33,45,56,63,64,70,75}",75,7,388.887722007722,-3265.325108225109,3.0715151515151513,2.267859590147332,0.0010146103896103895,False,False,False,75,7,8,57,1.3282172373081464,2.8030303030303036,1090.0640692640695,4.479955808080808,0.9384616730600244,6.356879154200857
smooth<=100,"{9,10,11,12,14,15,16}",16,7,615.9184782608696,-4705.302164502165,3.6249999999999996,2.541885946397733,0.0005772005772005772,False,False,False,18,7,8,42,1.2491011813045712,2.5489177489177495,1569.9255411255415,4.636267436267436,0.9213953841151679,6.479058204497772
smooth<=100,"{11,15,21,24,25,36}",36,6,487.8682983682984,-4344.360173160174,2.4705882352941178,2.083453740550121,0.001038961038961039,False,False,False,36,6,9,60,1.2755555555555556,2.971428571428572,1449.6658008658012,3.528571428571428,1.3311312716744665,6.190833971920361
smooth<=100,"{12,15,21,55,66,80,98}",98,7,92.20141523946262,-2324.3645021645025,1.4461319411485527,0.9243278709695064,0.0030303030303030303,False,True,False,98,11,20,106,1.1242424242424243,8.442424242424243,778.4034632034633,3.504797979797979,2.149385023011685,7.803568025821349
smooth<=100,"{10,14,16}",16,3,19.421875,-103.20000000000002,1.8541666666666667,1.1618548215835958,0.02857142857142857,False,False,False,20,3,4,13,1.485,1.8285714285714287,35.51428571428572,1.238095238095238,0.44321964640024025,2.124534530895718
