id	n	tau	factorization
802	148225	27	5^2*7^2*11^2
803	149058	54	2^1*3^2*7^2*13^2
804	150000	60	2^4*3^1*5^5
805	150528	66	2^10*3^1*7^2
806	151250	30	2^1*5^4*11^2
807	151875	30	3^5*5^4
808	152100	81	2^2*3^2*5^2*13^2
809	152352	54	2^5*3^2*23^2
810	152881	9	17^2*23^2
811	153600	72	2^11*3^1*5^2
812	153664	35	2^6*7^4
813	155526	36	2^1*3^1*7^2*23^2
814	155952	60	2^4*3^3*19^2
815	156060	72	2^2*3^3*5^1*17^2
816	156250	16	2^1*5^7
817	156800	72	2^7*5^2*7^2
818	156816	75	2^4*3^4*11^2
819	157464	40	2^3*3^9
820	158700	54	2^2*3^1*5^2*23^2
821	158760	120	2^3*3^4*5^1*7^2
822	159201	27	3^2*7^2*19^2
823	160000	45	2^8*5^4
824	160083	36	3^3*7^2*11^2
825	161472	42	2^6*3^1*29^2
826	162240	84	2^6*3^1*5^1*13^2
827	162450	54	2^1*3^2*5^2*19^2
828	163350	72	2^1*3^3*5^2*11^2
829	163592	36	2^3*11^2*13^2
830	163840	32	2^15*5^1
831	164025	27	3^8*5^2
832	164268	54	2^2*3^5*13^2
833	164836	27	2^2*7^2*29^2
834	165375	48	3^3*5^3*7^2
835	165888	60	2^11*3^4
836	166464	63	2^6*3^2*17^2
837	167042	10	2^1*17^4
838	168200	36	2^3*5^2*29^2
839	169000	48	2^3*5^3*13^2
840	169344	96	2^7*3^3*7^2
841	169932	54	2^2*3^1*7^2*17^2
842	171366	20	2^1*3^1*13^4
843	171396	45	2^2*3^4*23^2
844	172800	108	2^8*3^3*5^2
845	172872	60	2^3*3^2*7^4
846	173056	33	2^10*13^2
847	173400	72	2^3*3^1*5^2*17^2
848	174240	108	2^5*3^2*5^1*11^2
849	174724	27	2^2*11^2*19^2
850	174960	80	2^4*3^7*5^1
851	175446	36	2^1*3^5*19^2
852	175692	30	2^2*3^1*11^4
853	176400	135	2^4*3^2*5^2*7^2
854	176418	42	2^1*3^6*11^2
855	176890	36	2^1*5^1*7^2*19^2
856	177147	12	3^11
857	178802	18	2^1*13^2*23^2
858	180000	90	2^5*3^2*5^4
859	180075	30	3^1*5^2*7^4
860	180625	15	5^4*17^2
861	181500	72	2^2*3^1*5^3*11^2
862	181656	48	2^3*3^3*29^2
863	182250	56	2^1*3^6*5^3
864	183027	18	3^1*13^2*19^2
865	183750	60	2^1*3^1*5^4*7^2
866	184041	27	3^2*11^2*13^2
867	184832	30	2^9*19^2
868	184960	48	2^7*5^1*17^2
869	185856	60	2^9*3^1*11^2
870	186624	63	2^8*3^6
871	187272	60	2^3*3^4*17^2
872	187500	42	2^2*3^1*5^6
873	188160	108	2^8*3^1*5^1*7^2
874	189225	27	3^2*5^2*29^2
875	189728	54	2^5*7^2*11^2
876	190440	72	2^3*3^2*5^1*23^2
877	190512	90	2^4*3^5*7^2
878	190969	9	19^2*23^2
879	192027	18	3^1*11^2*23^2
880	193600	63	2^6*5^2*11^2
881	194400	108	2^5*3^5*5^2
882	194481	25	3^4*7^4
883	194688	72	2^7*3^2*13^2
884	194940	72	2^2*3^3*5^1*19^2
885	195075	36	3^3*5^2*17^2
886	195364	27	2^2*13^2*17^2
887	196000	72	2^5*5^3*7^2
888	196608	34	2^16*3^1
889	198375	24	3^1*5^3*23^2
890	198450	90	2^1*3^4*5^2*7^2
891	198744	72	2^3*3^1*7^2*13^2
892	200704	39	2^12*7^2
893	201840	60	2^4*3^1*5^1*29^2
894	202500	75	2^2*3^4*5^4
895	202800	90	2^4*3^1*5^2*13^2
896	203136	48	2^7*3^1*23^2
897	203522	18	2^1*11^2*29^2
898	204363	18	3^5*29^2
899	204490	36	2^1*5^1*11^2*13^2
900	204800	42	2^13*5^2
901	205335	36	3^5*5^1*13^2
902	207025	27	5^2*7^2*13^2
903	207360	100	2^9*3^4*5^1
904	207368	36	2^3*7^2*23^2
905	207936	63	2^6*3^2*19^2
906	208658	18	2^1*17^2*19^2
907	209088	84	2^6*3^3*11^2
908	209814	36	2^1*3^1*11^2*17^2
909	209952	54	2^5*3^8
910	210250	24	2^1*5^3*29^2
911	210681	21	3^6*17^2
912	211250	30	2^1*5^4*13^2
913	211600	45	2^4*5^2*23^2
914	212268	54	2^2*3^1*7^2*19^2
915	212415	36	3^1*5^1*7^2*17^2
916	213444	81	2^2*3^2*7^2*11^2
917	214326	48	2^1*3^7*7^2
918	215296	27	2^8*29^2
919	216000	112	2^6*3^3*5^3
920	216090	60	2^1*3^2*5^1*7^4
921	216600	72	2^3*3^1*5^2*19^2
922	217800	108	2^3*3^2*5^2*11^2
923	218700	72	2^2*3^7*5^2
924	219024	75	2^4*3^4*13^2
925	219615	20	3^1*5^1*11^4
926	221184	56	2^13*3^3
927	221952	54	2^8*3^1*17^2
928	223587	36	3^3*7^2*13^2
929	225000	72	2^3*3^2*5^5
930	225625	15	5^4*19^2
931	225792	90	2^9*3^2*7^2
932	226576	45	2^4*7^2*17^2
933	226875	30	3^1*5^4*11^2
934	228150	72	2^1*3^3*5^2*13^2
935	228488	20	2^3*13^4
936	228528	60	2^4*3^3*23^2
937	230400	99	2^10*3^2*5^2
938	230496	60	2^5*3^1*7^4
939	231040	48	2^7*5^1*19^2
940	231200	54	2^5*5^2*17^2
941	233289	27	3^2*7^2*23^2
942	233928	60	2^3*3^4*19^2
943	234090	60	2^1*3^4*5^1*17^2
944	234256	25	2^4*11^4
945	234375	16	3^1*5^7
946	235200	126	2^6*3^1*5^2*7^2
947	235224	72	2^3*3^5*11^2
948	235298	14	2^1*7^6
949	236196	33	2^2*3^10
950	237160	72	2^3*5^1*7^2*11^2
951	238050	54	2^1*3^2*5^2*23^2
952	238140	108	2^2*3^5*5^1*7^2
953	240000	80	2^7*3^1*5^4
954	240100	45	2^2*5^2*7^4
955	242208	54	2^5*3^2*29^2
956	243049	9	17^2*29^2
957	243360	108	2^5*3^2*5^1*13^2
958	243675	36	3^3*5^2*19^2
959	244036	27	2^2*13^2*19^2
960	245000	60	2^3*5^4*7^2
961	245025	45	3^4*5^2*11^2
962	245388	54	2^2*3^1*11^2*13^2
963	245760	60	2^14*3^1*5^1
964	246402	42	2^1*3^6*13^2
965	247254	36	2^1*3^1*7^2*29^2
966	247808	36	2^11*11^2
967	248832	66	2^10*3^5
968	249696	72	2^5*3^3*17^2
969	250000	35	2^4*5^6
970	250563	10	3^1*17^4
971	252300	54	2^2*3^1*5^2*29^2
972	253500	72	2^2*3^1*5^3*13^2
973	254016	105	2^6*3^4*7^2
974	254898	54	2^1*3^2*7^2*17^2
975	256000	48	2^11*5^3
976	256036	27	2^2*11^2*23^2
977	257049	15	3^2*13^4
978	257094	36	2^1*3^5*23^2
979	259200	120	2^7*3^4*5^2
980	259210	36	2^1*5^1*7^2*23^2
981	259308	60	2^2*3^3*7^4
982	259584	60	2^9*3^1*13^2
983	260100	81	2^2*3^2*5^2*17^2
984	260642	10	2^1*19^4
985	261360	120	2^4*3^3*5^1*11^2
986	262086	36	2^1*3^1*11^2*19^2
987	262144	19	2^18
988	262440	72	2^3*3^8*5^1
989	263169	21	3^6*19^2
990	263538	30	2^1*3^2*11^4
991	264600	144	2^3*3^3*5^2*7^2
992	264627	24	3^7*11^2
993	264992	54	2^5*7^2*13^2
994	265335	36	3^1*5^1*7^2*19^2
995	268203	18	3^1*13^2*23^2
996	270000	100	2^4*3^3*5^4
997	270400	63	2^6*5^2*13^2
998	270848	30	2^9*23^2
999	272250	72	2^1*3^2*5^3*11^2
1000	272484	45	2^2*3^4*29^2
1001	273375	32	3^7*5^3
1002	275625	45	3^2*5^4*7^2
1003	277248	54	2^8*3^1*19^2
1004	277440	84	2^6*3^1*5^1*17^2
1005	278784	81	2^8*3^2*11^2
1006	279752	36	2^3*11^2*17^2
1007	279841	5	23^4
1008	279936	64	2^7*3^7
1009	280908	54	2^2*3^5*17^2
1010	281250	42	2^1*3^2*5^6
1011	282240	144	2^7*3^2*5^1*7^2
1012	283024	45	2^4*7^2*19^2
1013	284258	18	2^1*13^2*29^2
1014	284592	90	2^4*3^1*7^2*11^2
1015	285610	20	2^1*5^1*13^4
1016	285660	72	2^2*3^3*5^1*23^2
1017	285768	84	2^3*3^6*7^2
1018	288800	54	2^5*5^2*19^2
1019	289000	48	2^3*5^3*17^2
1020	290400	108	2^5*3^1*5^2*11^2
1021	290521	15	7^4*11^2
1022	291600	105	2^4*3^6*5^2
1023	292032	84	2^6*3^3*13^2
1024	292410	60	2^1*3^4*5^1*19^2
1025	293046	36	2^1*3^1*13^2*17^2
1026	294000	120	2^4*3^1*5^3*7^2
1027	294912	48	2^15*3^2
1028	295936	33	2^10*17^2
1029	296450	54	2^1*5^2*7^2*11^2
1030	297675	54	3^5*5^2*7^2
1031	298116	81	2^2*3^2*7^2*13^2
1032	301056	72	2^11*3^1*7^2
1033	302500	45	2^2*5^4*11^2
1034	302760	72	2^3*3^2*5^1*29^2
1035	303601	9	19^2*29^2
1036	303750	60	2^1*3^5*5^4
1037	304200	108	2^3*3^2*5^2*13^2
1038	304704	63	2^6*3^2*23^2
1039	305283	18	3^1*11^2*29^2
1040	305762	18	2^1*17^2*23^2
1041	306250	36	2^1*5^5*7^2
1042	306735	36	3^1*5^1*11^2*13^2
1043	307200	78	2^12*3^1*5^2
1044	307328	40	2^7*7^4
1045	309760	60	2^9*5^1*11^2
1046	311040	108	2^8*3^5*5^1
1047	311052	54	2^2*3^1*7^2*23^2
1048	311904	72	2^5*3^3*19^2
1049	312987	18	3^1*17^2*19^2
1050	313600	81	2^8*5^2*7^2
1051	313632	90	2^5*3^4*11^2
1052	314721	27	3^2*11^2*17^2
1053	314928	50	2^4*3^9
1054	315375	24	3^1*5^3*29^2
1055	316875	30	3^1*5^4*13^2
1056	317400	72	2^3*3^1*5^2*23^2
1057	318402	54	2^1*3^2*7^2*19^2
1058	320000	50	2^9*5^4
1059	320166	72	2^1*3^3*7^2*11^2
1060	321489	27	3^8*7^2
1061	322944	48	2^7*3^1*29^2
1062	324000	120	2^5*3^4*5^3
1063	324135	40	3^3*5^1*7^4
1064	324900	81	2^2*3^2*5^2*19^2
1065	326700	108	2^2*3^3*5^2*11^2
1066	327184	45	2^4*11^2*13^2
1067	328050	54	2^1*3^8*5^2
1068	328536	72	2^3*3^5*13^2
1069	329672	36	2^3*7^2*29^2
1070	330625	15	5^4*23^2
1071	331240	72	2^3*5^1*7^2*13^2
1072	331776	65	2^12*3^4
1073	332928	72	2^7*3^2*17^2
1074	334084	15	2^2*17^4
1075	336400	45	2^4*5^2*29^2
1076	337500	72	2^2*3^3*5^5
1077	338560	48	2^7*5^1*23^2
1078	338688	108	2^8*3^3*7^2
1079	339864	72	2^3*3^1*7^2*17^2
1080	342225	45	3^4*5^2*13^2
1081	342732	30	2^2*3^1*13^4
1082	342792	60	2^3*3^4*23^2
1083	345600	120	2^9*3^3*5^2
1084	345744	75	2^4*3^2*7^4
1085	346112	36	2^11*13^2
1086	346560	84	2^6*3^1*5^1*19^2
1087	346800	90	2^4*3^1*5^2*17^2
1088	349448	36	2^3*11^2*19^2
1089	349690	36	2^1*5^1*11^2*17^2
1090	350892	54	2^2*3^5*19^2
1091	351135	36	3^5*5^1*17^2
1092	351384	40	2^3*3^1*11^4
1093	352800	162	2^5*3^2*5^2*7^2
1094	352836	63	2^2*3^6*11^2
1095	352947	14	3^1*7^6
1096	354025	27	5^2*7^2*17^2
1097	354294	24	2^1*3^11
1098	355740	108	2^2*3^1*5^1*7^2*11^2
1099	357075	36	3^3*5^2*23^2
1100	357210	84	2^1*3^6*5^1*7^2
1101	357604	27	2^2*13^2*23^2
1102	360000	105	2^6*3^2*5^4
1103	360150	60	2^1*3^1*5^2*7^4
1104	361000	48	2^3*5^3*19^2
1105	361250	30	2^1*5^4*17^2
1106	363312	60	2^4*3^3*29^2
1107	365040	120	2^4*3^3*5^1*13^2
1108	366025	15	5^2*11^4
1109	366054	36	2^1*3^1*13^2*19^2
1110	367500	90	2^2*3^1*5^4*7^2
1111	368082	54	2^1*3^2*11^2*13^2
1112	368640	84	2^13*3^2*5^1
1113	369603	24	3^7*13^2
1114	369664	33	2^10*19^2
1115	370881	27	3^2*7^2*29^2
1116	371712	66	2^10*3^1*11^2
1117	373248	70	2^9*3^6
1118	374544	75	2^4*3^4*17^2
1119	375000	56	2^3*3^1*5^6
1120	378450	54	2^1*3^2*5^2*29^2
1121	379456	63	2^6*7^2*11^2
1122	380250	72	2^1*3^2*5^3*13^2
1123	381024	108	2^5*3^5*7^2
1124	381938	18	2^1*19^2*23^2
1125	382347	36	3^3*7^2*17^2
1126	384000	88	2^10*3^1*5^3
1127	384054	36	2^1*3^1*11^2*23^2
1128	384160	60	2^5*5^1*7^4
1129	385641	21	3^6*23^2
1130	387200	72	2^7*5^2*11^2
1131	388800	126	2^6*3^5*5^2
1132	388815	36	3^1*5^1*7^2*23^2
1133	388962	50	2^1*3^4*7^4
1134	389376	81	2^8*3^2*13^2
1135	390150	72	2^1*3^3*5^2*17^2
1136	390625	9	5^8
1137	390728	36	2^3*13^2*17^2
1138	390963	10	3^1*19^4
1139	392040	120	2^3*3^4*5^1*11^2
1140	393129	27	3^2*11^2*19^2
1141	393216	36	2^17*3^1
1142	393660	60	2^2*3^9*5^1
1143	395307	20	3^3*11^4
1144	396900	135	2^2*3^4*5^2*7^2
1145	397488	90	2^4*3^1*7^2*13^2
1146	400000	48	2^7*5^5
1147	401408	42	2^13*7^2
1148	405000	100	2^3*3^4*5^4
1149	405600	108	2^5*3^1*5^2*13^2
1150	405769	15	7^4*13^2
1151	406272	54	2^8*3^1*23^2
1152	407044	27	2^2*11^2*29^2
1153	408375	48	3^3*5^3*11^2
1154	408726	36	2^1*3^5*29^2
1155	409600	45	2^14*5^2
1156	412090	36	2^1*5^1*7^2*29^2
1157	414050	54	2^1*5^2*7^2*13^2
1158	414736	45	2^4*7^2*23^2
1159	415872	72	2^7*3^2*19^2
1160	416160	108	2^5*3^2*5^1*17^2
1161	417316	27	2^2*17^2*19^2
1162	418176	96	2^7*3^3*11^2
1163	419628	54	2^2*3^1*11^2*17^2
1164	419904	63	2^6*3^8
1165	421362	42	2^1*3^6*17^2
1166	421875	28	3^3*5^6
1167	422500	45	2^2*5^4*13^2
1168	423200	54	2^5*5^2*23^2
1169	423360	168	2^6*3^3*5^1*7^2
1170	424536	72	2^3*3^1*7^2*19^2
1171	426387	18	3^1*13^2*29^2
1172	426888	108	2^3*3^2*7^2*11^2
1173	428415	20	3^1*5^1*13^4
1174	428490	60	2^1*3^4*5^1*23^2
1175	428652	72	2^2*3^7*7^2
1176	430592	30	2^9*29^2
1177	432640	60	2^9*5^1*13^2
1178	433200	90	2^4*3^1*5^2*19^2
1179	433500	72	2^2*3^1*5^3*17^2
1180	435600	135	2^4*3^2*5^2*11^2
1181	436810	36	2^1*5^1*11^2*19^2
1182	437400	96	2^3*3^7*5^2
1183	438048	90	2^5*3^4*13^2
1184	438615	36	3^5*5^1*19^2
1185	439569	27	3^2*13^2*17^2
1186	441000	144	2^3*3^2*5^3*7^2
1187	442225	27	5^2*7^2*19^2
1188	442368	60	2^14*3^3
1189	443904	60	2^9*3^1*17^2
1190	444675	54	3^1*5^2*7^2*11^2
1191	444889	9	23^2*29^2
1192	447174	72	2^1*3^3*7^2*13^2
1193	451250	30	2^1*5^4*19^2
1194	451584	99	2^10*3^2*7^2
1195	453152	54	2^5*7^2*17^2
1196	453750	60	2^1*3^1*5^4*11^2
1197	454140	72	2^2*3^3*5^1*29^2
1198	455625	35	3^6*5^4
1199	456300	108	2^2*3^3*5^2*13^2
1200	456976	25	2^4*13^4
1201	457056	72	2^5*3^3*23^2
1202	458643	18	3^1*17^2*23^2
1203	459375	36	3^1*5^5*7^2
1204	460800	108	2^11*3^2*5^2
1205	460992	70	2^6*3^1*7^4
1206	462400	63	2^6*5^2*17^2
1207	464640	108	2^8*3^1*5^1*11^2
1208	466560	112	2^7*3^6*5^1
1209	466578	54	2^1*3^2*7^2*23^2
1210	467856	75	2^4*3^4*19^2
1211	468512	30	2^5*11^4
1212	470400	144	2^7*3^1*5^2*7^2
1213	470448	90	2^4*3^5*11^2
1214	470596	21	2^2*7^6
1215	472392	44	2^3*3^10
1216	476100	81	2^2*3^2*5^2*23^2
1217	477603	36	3^3*7^2*19^2
1218	480000	90	2^8*3^1*5^4
1219	480200	60	2^3*5^2*7^4
1220	480249	45	3^4*7^2*11^2
1221	484000	72	2^5*5^3*11^2
1222	484416	63	2^6*3^2*29^2
1223	486000	120	2^4*3^5*5^3
1224	486098	18	2^1*17^2*29^2
1225	487350	72	2^1*3^3*5^2*19^2
1226	488072	36	2^3*13^2*19^2
1227	488410	36	2^1*5^1*13^2*17^2
1228	490000	75	2^4*5^4*7^2
1229	490050	90	2^1*3^4*5^2*11^2
1230	490776	72	2^3*3^1*11^2*13^2
1231	492075	30	3^9*5^2
1232	492804	63	2^2*3^6*13^2
1233	494508	54	2^2*3^1*7^2*29^2
1234	495616	39	2^12*11^2
1235	496860	108	2^2*3^1*5^1*7^2*13^2
1236	497664	72	2^11*3^5
1237	499392	84	2^6*3^3*17^2
1238	500000	42	2^5*5^6
1239	501126	20	2^1*3^1*17^4
1240	501760	72	2^11*5^1*7^2
1241	504600	72	2^3*3^1*5^2*29^2
1242	506250	60	2^1*3^4*5^5
1243	507840	84	2^6*3^1*5^1*23^2
1244	508032	120	2^7*3^4*7^2
1245	509796	81	2^2*3^2*7^2*17^2
1246	511225	27	5^2*11^2*13^2
1247	512072	36	2^3*11^2*23^2
1248	514098	30	2^1*3^2*13^4
1249	514188	54	2^2*3^5*23^2
1250	518400	135	2^8*3^4*5^2
1251	518616	80	2^3*3^3*7^4
1252	519168	66	2^10*3^1*13^2
1253	519840	108	2^5*3^2*5^1*19^2
1254	520200	108	2^3*3^2*5^2*17^2
1255	521284	15	2^2*19^4
1256	524172	54	2^2*3^1*11^2*19^2
1257	524288	20	2^19
1258	524535	36	3^1*5^1*11^2*17^2
1259	525625	15	5^4*29^2
1260	526338	42	2^1*3^6*19^2
1261	527076	45	2^2*3^2*11^4
1262	529000	48	2^3*5^3*23^2
1263	529200	180	2^4*3^3*5^2*7^2
1264	529254	48	2^1*3^7*11^2
1265	529984	63	2^6*7^2*13^2
1266	531441	13	3^12
1267	533610	108	2^1*3^2*5^1*7^2*11^2
1268	535815	48	3^7*5^1*7^2
1269	536406	36	2^1*3^1*13^2*23^2
1270	538240	48	2^7*5^1*29^2
1271	540000	120	2^5*3^3*5^4
1272	540225	45	3^2*5^2*7^4
1273	540800	72	2^7*5^2*13^2
1274	541500	72	2^2*3^1*5^3*19^2
1275	541696	33	2^10*23^2
1276	541875	30	3^1*5^4*17^2
1277	544968	60	2^3*3^4*29^2
1278	547560	120	2^3*3^4*5^1*13^2
1279	549081	27	3^2*13^2*19^2
1280	551250	90	2^1*3^2*5^4*7^2
1281	552123	36	3^3*11^2*13^2
1282	552960	104	2^12*3^3*5^1
1283	554496	60	2^9*3^1*19^2
1284	557568	90	2^9*3^2*11^2
1285	559504	45	2^4*11^2*17^2
1286	559682	10	2^1*23^4
1287	559872	72	2^8*3^7
1288	561816	72	2^3*3^5*17^2
1289	562500	63	2^2*3^2*5^6
1290	566048	54	2^5*7^2*19^2
1291	566440	72	2^3*5^1*7^2*17^2
1292	567675	36	3^3*5^2*29^2
1293	568516	27	2^2*13^2*29^2
1294	569184	108	2^5*3^1*7^2*11^2
1295	570375	48	3^3*5^3*13^2
1296	571536	105	2^4*3^6*7^2
1297	572907	18	3^1*19^2*23^2
1298	576000	120	2^9*3^2*5^3
1299	576081	27	3^2*11^2*23^2
1300	576240	100	2^4*3^1*5^1*7^4
1301	577600	63	2^6*5^2*19^2
1302	580800	126	2^6*3^1*5^2*11^2
1303	581042	30	2^1*7^4*11^2
1304	583200	126	2^5*3^6*5^2
1305	583443	30	3^5*7^4
1306	584064	96	2^7*3^3*13^2
1307	585225	45	3^4*5^2*17^2
1308	585640	40	2^3*5^1*11^4
1309	586092	54	2^2*3^1*13^2*17^2
1310	588060	108	2^2*3^5*5^1*11^2
1311	589824	51	2^16*3^2
1312	590490	44	2^1*3^10*5^1
1313	591872	36	2^11*17^2
1314	592900	81	2^2*5^2*7^2*11^2
1315	595350	108	2^1*3^5*5^2*7^2
1316	596232	108	2^3*3^2*7^2*13^2
1317	600000	84	2^6*3^1*5^5
1318	600250	40	2^1*5^3*7^4
1319	602112	78	2^12*3^1*7^2
1320	605000	60	2^3*5^4*11^2
1321	607202	18	2^1*19^2*29^2
1322	607500	90	2^2*3^5*5^4
1323	608400	135	2^4*3^2*5^2*13^2
1324	609408	72	2^7*3^2*23^2
1325	610090	36	2^1*5^1*13^2*19^2
1326	610566	36	2^1*3^1*11^2*29^2
1327	611524	27	2^2*17^2*23^2
1328	613089	21	3^6*29^2
1329	614400	84	2^13*3^1*5^2
1330	614656	45	2^8*7^4
1331	618135	36	3^1*5^1*7^2*29^2
1332	621075	54	3^1*5^2*7^2*13^2
1333	622104	72	2^3*3^1*7^2*23^2
1334	623808	84	2^6*3^3*19^2
1335	624240	120	2^4*3^3*5^1*17^2
1336	625000	32	2^3*5^7
1337	625974	36	2^1*3^1*17^2*19^2
1338	627200	90	2^9*5^2*7^2
1339	627264	105	2^6*3^4*11^2
1340	629442	54	2^1*3^2*11^2*17^2
1341	629856	60	2^5*3^9
1342	632043	24	3^7*17^2
1343	633750	60	2^1*3^1*5^4*13^2
1344	634800	90	2^4*3^1*5^2*23^2
1345	635040	180	2^5*3^4*5^1*7^2
1346	636804	81	2^2*3^2*7^2*19^2
1347	640000	55	2^10*5^4
1348	640090	36	2^1*5^1*11^2*23^2
1349	640332	108	2^2*3^3*7^2*11^2
1350	642735	36	3^5*5^1*23^2
1351	642978	54	2^1*3^8*7^2
1352	645888	54	2^8*3^1*29^2
1353	648025	27	5^2*7^2*23^2
1354	648960	108	2^8*3^1*5^1*13^2
1355	649800	108	2^3*3^2*5^2*19^2
1356	650250	72	2^1*3^2*5^3*17^2
1357	653400	144	2^3*3^3*5^2*11^2
1358	654368	54	2^5*11^2*13^2
1359	655215	36	3^1*5^1*11^2*19^2
1360	655360	36	2^17*5^1
1361	656100	81	2^2*3^8*5^2
1362	657072	90	2^4*3^5*13^2
1363	659344	45	2^4*7^2*29^2
1364	661250	30	2^1*5^4*23^2
1365	661500	144	2^2*3^3*5^3*7^2
1366	663552	70	2^13*3^4
1367	665856	81	2^8*3^2*17^2
1368	668168	20	2^3*17^4
1369	670761	45	3^4*7^2*13^2
1370	672800	54	2^5*5^2*29^2
1371	676000	72	2^5*5^3*13^2
1372	676875	30	3^1*5^4*19^2
1373	677376	120	2^9*3^3*7^2
1374	679728	90	2^4*3^1*7^2*17^2
1375	680625	45	3^2*5^4*11^2
1376	681210	60	2^1*3^4*5^1*29^2
1377	684450	90	2^1*3^4*5^2*13^2
1378	685464	40	2^3*3^1*13^4
1379	685584	75	2^4*3^4*23^2
1380	691200	132	2^10*3^3*5^2
1381	691488	90	2^5*3^2*7^4
1382	692224	39	2^12*13^2
1383	693600	108	2^5*3^1*5^2*17^2
1384	693889	15	7^4*17^2
1385	696960	144	2^7*3^2*5^1*11^2
1386	698896	45	2^4*11^2*19^2
1387	699840	112	2^6*3^7*5^1
1388	699867	36	3^3*7^2*23^2
1389	701784	72	2^3*3^5*19^2
1390	702768	50	2^4*3^1*11^4
1391	705600	189	2^6*3^2*5^2*7^2
1392	705672	84	2^3*3^6*11^2
1393	705894	28	2^1*3^1*7^6
1394	707281	5	29^4
1395	707560	72	2^3*5^1*7^2*19^2
1396	708050	54	2^1*5^2*7^2*17^2
1397	708588	36	2^2*3^11
1398	714025	15	5^2*13^4
1399	714150	72	2^1*3^3*5^2*23^2
1400	715208	36	2^3*13^2*23^2
1401	717409	15	7^2*11^4
1402	720000	120	2^7*3^2*5^4
1403	720300	90	2^2*3^1*5^2*7^4
1404	722500	45	2^2*5^4*17^2
1405	726000	120	2^4*3^1*5^3*11^2
1406	726624	72	2^5*3^3*29^2
1407	729000	112	2^3*3^6*5^3
1408	729147	18	3^1*17^2*29^2
1409	731025	45	3^4*5^2*19^2
1410	732050	30	2^1*5^2*11^4
1411	732108	54	2^2*3^1*13^2*19^2
1412	732615	36	3^1*5^1*13^2*17^2
1413	735000	120	2^3*3^1*5^4*7^2
1414	735075	54	3^5*5^2*11^2
1415	736164	81	2^2*3^2*11^2*13^2
1416	739206	48	2^1*3^7*13^2
1417	739328	36	2^11*19^2
1418	739840	60	2^9*5^1*17^2
1419	741762	54	2^1*3^2*7^2*29^2
1420	743424	72	2^11*3^1*11^2
1421	745290	108	2^1*3^2*5^1*7^2*13^2
1422	746496	77	2^10*3^6
1423	749088	90	2^5*3^4*17^2
1424	750000	70	2^4*3^1*5^6
1425	751689	15	3^2*17^4
1426	752640	132	2^10*3^1*5^1*7^2
1427	756250	36	2^1*5^5*11^2
1428	756900	81	2^2*3^2*5^2*29^2
1429	758912	72	2^7*7^2*11^2
1430	759375	36	3^5*5^5
1431	761760	108	2^5*3^2*5^1*23^2
1432	762048	126	2^6*3^5*7^2
1433	763876	27	2^2*19^2*23^2
1434	764694	72	2^1*3^3*7^2*17^2
1435	765625	21	5^6*7^2
1436	768108	54	2^2*3^1*11^2*23^2
1437	771147	20	3^3*13^4
1438	771282	42	2^1*3^6*23^2
1439	774400	81	2^8*5^2*11^2
1440	777600	144	2^7*3^5*5^2
1441	777924	75	2^2*3^4*7^4
1442	778752	90	2^9*3^2*13^2
1443	779760	120	2^4*3^3*5^1*19^2
1444	780300	108	2^2*3^3*5^2*17^2
1445	781250	18	2^1*5^8
1446	781456	45	2^4*13^2*17^2
1447	781926	20	2^1*3^1*19^4
1448	784000	96	2^7*5^3*7^2
1449	786258	54	2^1*3^2*11^2*19^2
1450	786432	38	2^18*3^1
1451	789507	24	3^7*19^2
1452	790614	40	2^1*3^3*11^4
1453	793500	72	2^2*3^1*5^3*23^2
1454	793800	180	2^3*3^4*5^2*7^2
1455	793881	27	3^8*11^2
1456	794976	108	2^5*3^1*7^2*13^2
1457	800415	72	3^3*5^1*7^2*11^2
1458	802816	45	2^14*7^2
1459	804609	27	3^2*13^2*23^2
1460	807360	84	2^6*3^1*5^1*29^2
1461	810000	125	2^4*3^4*5^4
1462	811200	126	2^6*3^1*5^2*13^2
1463	811538	30	2^1*7^4*13^2
1464	812250	72	2^1*3^2*5^3*19^2
1465	812544	60	2^9*3^1*23^2
1466	814088	36	2^3*11^2*29^2
1467	817452	54	2^2*3^5*29^2
1468	817960	72	2^3*5^1*11^2*13^2
1469	819200	48	2^15*5^2
1470	821340	108	2^2*3^5*5^1*13^2
1471	826875	60	3^3*5^4*7^2
1472	828100	81	2^2*5^2*7^2*13^2
1473	829440	120	2^11*3^4*5^1
1474	829472	54	2^5*7^2*23^2
1475	831744	81	2^8*3^2*19^2
1476	834632	36	2^3*17^2*19^2
1477	835210	20	2^1*5^1*17^4
1478	836352	108	2^8*3^3*11^2
1479	839256	72	2^3*3^1*11^2*17^2
1480	839523	10	3^1*23^4
1481	839808	72	2^7*3^8
1482	841000	48	2^3*5^3*29^2
1483	842724	63	2^2*3^6*17^2
1484	843750	56	2^1*3^3*5^6
1485	845000	60	2^3*5^4*13^2
1486	846400	63	2^6*5^2*23^2
1487	849072	90	2^4*3^1*7^2*19^2
1488	849660	108	2^2*3^1*5^1*7^2*17^2
1489	852774	36	2^1*3^1*13^2*29^2
1490	853776	135	2^4*3^2*7^2*11^2
1491	857304	96	2^3*3^7*7^2
1492	861184	33	2^10*29^2
1493	864000	144	2^8*3^3*5^3
1494	864360	120	2^3*3^2*5^1*7^4
1495	866400	108	2^5*3^1*5^2*19^2
